filename,conn,fullSent
P1A-095_Strep_infection,but ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,so ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,then ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,then ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,So ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,until ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,before ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,And ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,cos ,"Just me and Don Well we 'd usually watch Will and Grace but the series is over, on Living So it was double bill last week so we had it on nine to ten and then the Teachers and then a video couple of bottles of wine and an oul chat 2 sylls So I didn't come back here now until it was after six before I got sitting down and having a spliff And well I was getting up cos Mummy was on the phone so She was saying about uh Jamie and her being, 2 sylls Oh well What happened"
P1A-095_Strep_infection,and ,Jennifer told Mummy and Emma and then they 'd found out independently that the husband 'd another woman
P1A-095_Strep_infection,then ,Jennifer told Mummy and Emma and then they 'd found out independently that the husband 'd another woman
P1A-095_Strep_infection,But ,"But at the end of the day Sorcha it makes sense Now what man, twenty odd years married, you know would why would he need to be on his own Exactly"
P1A-095_Strep_infection,But ,But it wouldn't matter if she did In Lurgan everybody knows everybody
P1A-095_Strep_infection,if ,But it wouldn't matter if she did In Lurgan everybody knows everybody
P1A-095_Strep_infection,or ,And is this woman single or has she left her family
P1A-095_Strep_infection,if ,I know It would 've been better if he had 've just buggered off back to Belfast
P1A-095_Strep_infection,And ,"She says he 's, he 's sweating It 's just she 's helping him do things Not even strong enough to bloody change his T-shirt And he 's sweating And he 's really really bad and he just can't move like"
P1A-095_Strep_infection,And ,"She says he 's, he 's sweating It 's just she 's helping him do things Not even strong enough to bloody change his T-shirt And he 's sweating And he 's really really bad and he just can't move like"
P1A-095_Strep_infection,he ,"She says he 's, he 's sweating It 's just she 's helping him do things Not even strong enough to bloody change his T-shirt And he 's sweating And he 's really really bad and he just can't move like"
P1A-095_Strep_infection,and ,"She says he 's, he 's sweating It 's just she 's helping him do things Not even strong enough to bloody change his T-shirt And he 's sweating And he 's really really bad and he just can't move like"
