filename,Offset-raw,arg1,arg2
P1A-096_Sisters_1,so,her to take her out for a walk,Allie looked not
P1A-096_Sisters_1,so,he had twenty pounds from Mike,he was whizzing around with all this dosh
P1A-096_Sisters_1,so,So I rang him He did not know and was most annoyed,"I said well it 's it 's I he, we need to know He needs to know that we 're both watching him, and both you know"
P1A-096_Sisters_1,so,So I rang him He did not know and was most annoyed,"I said well it 's it 's I he, we need to know He needs to know that we 're both watching him, and both you know"
P1A-096_Sisters_1,if,"Uh she went out with the Limerick fella yeah but he, she said he 's kind of he follows her to the toilet He 's real seems to be really clingy you know And he was to ring her today so she was here and he rang today",she goes to the toilet
P1A-096_Sisters_1,if,"She doesn't sort of dislike him She said, she doesn't, he doesn't make her feel sick but",he keeps this up he will
P1A-096_Sisters_1,if,where you 'll get you 'll buy it Now that I look on as very serious I mean getting a bit off someone is one thing but going out,you hang around outside
P1A-096_Sisters_1,meanwhile,"Not a hope, but you meet me on Tuesday So she, kind of cutely enough, kind of rang back to apologise but then sort of talked her into another engagement on Tuesday",will
P1A-096_Sisters_1,then,"So she, oh yeah she when she Limerick fella rang and she called it off and he kind of said well I have no friends here All my friends are in Limerick I 've no-one to go out with So she said oh I",m sure you 'll find someone but
P1A-096_Sisters_1,then,but meanwhile will you meet me on Tuesday,"Not a hope, but meanwhile will you meet me on Tuesday So she, kind of cutely enough, kind of rang back to apologise but sort of talked her into another engagement on Tuesday"
P1A-096_Sisters_1,then,I don't know He told this to Lara and Lara let it out to Mike Lara 's a great one for finding these things out,"kind of saying I 'll tell on you yeah And they were out somewhere and they, he ate it John ate it"
P1A-096_Sisters_1,when,her Christmas angel,I was up
P1A-096_Sisters_1,when,I thought oh God So yesterday he,he came back he said what were you saying to me about John So I said I heard about that thing
P1A-096_Sisters_1,because,Con was with your man,Jennie wanted
P1A-096_Sisters_1,because,to bother ringing him,I you
P1A-096_Sisters_1,as,that night Danny was going up to stay in John 's and,he was getting out of the car
P1A-097_Sisters_2,and,"Yeah and the night that this 'd happened he had brought, the, one of the fellas back to stay in Mike 's house And Mike was saying oh yeah I 'd like to have these parents coming down to me and all this kind of thing you know","you know the guards, and I mean him going out and buying it He 'd be stupid enough to get caught So he was not at all amused, so I was glad of that"
P1A-097_Sisters_2,and,e,"Yeah and the night that this 'd happened he had brought, the, one of the fellas back to stay in Mike 's house Mike was saying oh yeah I 'd like to have these parents coming down to me and all this kind of thing you know"
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something,Ben
P1A-097_Sisters_2,and,"Yeah anyway I said uhm, but it 's kind of getting to the point where I 'll say that you 'll think what the hell do you do then",he 's going to say no and then
P1A-097_Sisters_2,and,"Yeah anyway I said uhm, but it 's kind of getting to the point where I 'll say that you 'll think what the hell do you do then",he 's going to say no and then
P1A-097_Sisters_2,and,that So in the end anyway he went into this place,he got it done
P1A-097_Sisters_2,and,that So in the end anyway he went into this place,he got it done
P1A-097_Sisters_2,and,that So in the end anyway he went into this place,he got it done
P1A-097_Sisters_2,and,Oh I see,boy would he not like to be taken for a gay
P1A-097_Sisters_2,and,into town Now he had thirty-five pounds And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into,he had coughed up five on the dope
P1A-097_Sisters_2,and,into town Now he had thirty-five pounds And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into,he had coughed up five on the dope
P1A-097_Sisters_2,and,into town Now he had thirty-five pounds And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into,he had coughed up five on the dope
P1A-097_Sisters_2,and,I 'm all mixed up with Christmas,"I said no, you 've enough money"
P1A-097_Sisters_2,and,"But uhm, he just, got up this morning when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing",he 's permanently wants to have baths Now
P1A-097_Sisters_2,and,"But uhm, he just, got up this morning when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing",he 's permanently wants to have baths Now
P1A-097_Sisters_2,and,I mean you you kind of have to pick your time,I said no I said no you can't have one It 's too cold No it isn't cold It 's not a bit cold
P1A-097_Sisters_2,and,"It is a bit much And and I certainly would worry about you know, he 's bad enough as he is and he 's going into a phase that will be so difficult with him going out that kind of thing I dread it you know I really dread it, kind of going out and vanishing and, hanging round in gangs and this kind of thing It, he was kind of slow to do it but","it has happened now very, very abruptly you know Yeah"
